,word,Noun,Verb,Adjective,Adverb
1766,SKILL,1,0,0,0
1767,SKIMP,0,1,0,0
1768,SKIRT,1,1,0,0
1769,SKULK,0,1,0,0
1770,SKULL,1,0,0,0
1771,SKUNK,1,1,0,0
1772,SLACK,1,1,1,0
1773,SLAIN,1,0,1,0
1774,SLANG,1,1,0,0
1775,SLANT,1,1,0,0
1776,SLASH,1,1,0,0
1777,SLATE,1,1,0,0
1778,SLAVE,1,1,0,0
1779,SLEEK,0,1,1,0
1780,SLEEP,1,1,0,0
1781,SLEET,1,1,0,0
1782,SLEPT,1,1,0,0
1783,SLICE,1,1,0,0
1784,SLICK,1,1,1,0
1785,SLIDE,1,1,0,0
1786,SLIME,1,1,0,0
1787,SLIMY,0,0,1,0
1788,SLING,1,1,0,0
1789,SLINK,0,1,0,0
1790,SLOOP,1,0,0,0
1791,SLOPE,1,1,0,0
1792,SLOSH,0,1,0,0
1793,SLOTH,1,0,0,0
1794,SLUMP,1,1,0,0
1795,SLUNG,1,1,0,0
1796,SLUNK,0,1,0,0
1797,SLURP,0,1,0,0
1798,SLUSH,1,1,0,0
1799,SLYLY,0,0,0,1
1800,SMACK,1,1,0,1
1801,SMALL,1,0,1,1
1802,SMART,1,1,1,0
1803,SMASH,1,1,0,1
1804,SMEAR,1,1,0,0
1805,SMELL,1,1,0,0
1806,SMELT,1,1,0,0
1807,SMILE,1,1,0,0
1808,SMIRK,1,1,0,0
1809,SMITE,0,1,0,0
1810,SMITH,1,0,0,0
1811,SMOCK,1,1,0,0
1812,SMOKE,1,1,0,0
1813,SMOKY,0,0,1,0
1814,SMOTE,0,1,0,0
1815,SNACK,1,1,0,0
1816,SNAIL,1,1,0,0
1817,SNAKE,1,1,0,0
1818,SNAKY,0,0,1,0
1819,SNARE,1,1,0,0
1820,SNARL,1,1,0,0
1821,SNEAK,1,1,1,0
1822,SNEER,1,1,0,0
1823,SNIDE,0,0,1,0
1824,SNIFF,1,1,0,0
1825,SNIPE,1,1,0,0
1826,SNOOP,1,1,0,0
1827,SNORE,1,1,0,0
1828,SNORT,1,1,0,0
1829,SNOUT,1,0,0,0
1830,SNOWY,0,0,1,0
1831,SNUCK,1,1,1,0
1832,SNUFF,1,1,1,0
1833,SOAPY,0,0,1,0
1834,SOBER,0,1,1,0
1835,SOGGY,0,0,1,0
1836,SOLAR,0,0,1,0
1837,SOLID,1,0,1,0
1838,SOLVE,0,1,0,0
1839,SONAR,1,0,0,0
1840,SONIC,0,0,1,0
1841,SOOTH,1,0,0,0
1842,SOOTY,0,0,1,0
1843,SORRY,0,0,1,0
1844,SOUND,1,1,1,0
1845,SOUTH,1,0,1,1
1846,SOWER,1,0,0,0
1847,SPACE,1,1,0,0
1848,SPADE,1,1,0,0
1849,SPANK,1,1,0,0
1850,SPARE,1,1,1,0
1851,SPARK,1,1,0,0
1852,SPASM,1,0,0,0
1853,SPAWN,1,1,0,0
1854,SPEAK,0,1,0,0
1855,SPEAR,1,1,0,0
1856,SPECK,1,1,0,0
1857,SPEED,1,1,0,0
1858,SPELL,1,1,0,0
1859,SPELT,1,0,0,0
1860,SPEND,0,1,0,0
1861,SPENT,0,0,1,0
1862,SPERM,1,0,0,0
1863,SPICE,1,1,0,0
1864,SPICY,0,0,1,0
1865,SPIED,1,1,0,0
1866,SPIEL,1,1,0,0
1867,SPIKE,1,1,0,0
1868,SPIKY,0,0,1,0
1869,SPILL,1,1,0,0
1870,SPILT,1,1,0,0
1871,SPINE,1,0,0,0
1872,SPINY,0,0,1,0
1873,SPIRE,1,0,0,0
1874,SPITE,1,1,0,0
1875,SPLAT,1,1,0,0
1876,SPLIT,1,1,1,0
1877,SPOIL,1,1,0,0
1878,SPOKE,1,0,0,0
1879,SPOOF,1,1,0,0
1880,SPOOK,1,1,0,0
1881,SPOOL,1,1,0,0
1882,SPOON,1,1,0,0
1883,SPORE,1,0,0,0
1884,SPORT,1,1,0,0
1885,SPOUT,1,1,0,0
1886,SPRAY,1,1,0,0
1887,SPREE,1,1,0,0
1888,SPRIG,1,0,0,0
1889,SPUNK,1,0,0,0
1890,SPURN,0,1,0,0
1891,SPURT,1,1,0,0
1892,SQUAD,1,0,0,0
1893,SQUAT,1,1,1,0
1894,SQUIB,1,0,0,0
1895,STACK,1,1,0,0
1896,STAFF,1,1,0,0
1897,STAGE,1,1,0,0
1898,STAID,0,0,1,0
1899,STAIN,1,1,0,0
1900,STAIR,1,0,0,0
1901,STAKE,1,1,0,0
1902,STALE,0,1,1,0
1903,STALK,1,1,0,0
1904,STALL,1,1,0,0
1905,STAMP,1,1,0,0
1906,STAND,1,1,0,0
1907,STANK,1,1,0,0
1908,STARE,1,1,0,0
1909,STARK,0,0,1,1
1910,START,1,1,0,0
1911,STASH,1,1,0,0
1912,STATE,1,1,0,0
1913,STAVE,1,1,0,0
1914,STEAD,1,0,0,0
1915,STEAK,1,0,0,0
1916,STEAL,1,1,0,0
1917,STEAM,1,1,0,0
1918,STEED,1,0,0,0
1919,STEEL,1,1,0,0
1920,STEEP,1,1,1,0
1921,STEER,1,1,0,0
1922,STEIN,1,0,0,0
1923,STERN,1,0,1,0
1924,STICK,1,1,0,0
1925,STIFF,1,0,1,1
1926,STILL,1,1,1,1
1927,STILT,1,0,0,0
1928,STING,1,1,0,0
1929,STINK,1,1,0,0
1930,STINT,1,1,0,0
1931,STOCK,1,1,1,0
1932,STOIC,1,0,1,0
1933,STOKE,0,1,0,0
1934,STOLE,1,0,0,0
1935,STOMP,1,1,0,0
1936,STONE,1,1,1,0
1937,STONY,0,0,1,0
1938,STOOD,1,1,0,0
1939,STOOL,1,1,0,0
1940,STOOP,1,1,0,0
1941,STORE,1,1,0,0
1942,STORK,1,0,0,0
1943,STORM,1,1,0,0
1944,STORY,1,0,0,0
1945,STOUT,1,0,1,0
1946,STOVE,1,0,0,0
1947,STRAP,1,1,0,0
1948,STRAW,1,1,1,0
1949,STRAY,1,1,1,0
1950,STRIP,1,1,0,0
1951,STRUT,1,1,0,0
1952,STUCK,0,0,1,0
1953,STUDY,1,1,0,0
1954,STUFF,1,1,0,0
1955,STUMP,1,1,0,0
1956,STUNG,0,0,1,0
1957,STUNK,1,1,0,0
1958,STUNT,1,1,0,0
1959,STYLE,1,1,0,0
1960,SUAVE,0,0,1,0
1961,SUGAR,1,1,0,0
1962,SUING,0,1,0,0
1963,SUITE,1,0,0,0
1964,SULKY,1,0,1,0
1965,SULLY,0,1,0,0
1966,SUMAC,1,0,0,0
1967,SUNNY,0,0,1,0
1968,SUPER,1,0,1,1
1969,SURER,0,0,1,1
1970,SURGE,1,1,0,0
1971,SURLY,0,0,1,0
1972,SUSHI,1,0,0,0
1973,SWAMI,1,0,0,0
1974,SWAMP,1,1,0,0
1975,SWARM,1,1,0,0
1976,SWASH,1,1,0,0
1977,SWATH,1,0,0,0
1978,SWEAR,0,1,0,0
1979,SWEAT,1,1,0,0
1980,SWEEP,1,1,0,0
1981,SWEET,1,0,1,1
1982,SWELL,1,1,1,0
1983,SWEPT,0,0,1,0
1984,SWIFT,1,0,1,0
1985,SWILL,1,1,0,0
1986,SWINE,1,0,0,0
1987,SWING,1,1,0,0
1988,SWIRL,1,1,0,0
1989,SWISH,1,1,1,0
1990,SWOON,1,1,0,0
1991,SWOOP,1,1,0,0
1992,SWORD,1,0,0,0
1993,SWORE,0,1,0,0
1994,SWORN,0,0,1,0
1995,SWUNG,1,1,0,0
1996,SYNOD,1,0,0,0
1997,SYRUP,1,0,0,0
1998,TABBY,1,0,1,0
1999,TABLE,1,1,0,0
2000,TABOO,1,1,1,0
2001,TACIT,0,0,1,0
2002,TACKY,0,0,1,0
2003,TAFFY,1,0,0,0
2004,TAINT,1,1,0,0
2005,TAKEN,0,0,1,0
2006,TAKER,1,0,0,0
2007,TALLY,1,1,0,0
2008,TALON,1,0,0,0
2009,TAMER,1,0,0,0
2010,TANGO,1,1,0,0
2011,TANGY,0,0,1,0
2012,TAPER,1,1,0,0
2013,TAPIR,1,0,0,0
2014,TARDY,0,0,1,0
2015,TAROT,1,0,0,0
2016,TASTE,1,1,0,0
2017,TASTY,0,0,1,0
2018,TATTY,0,0,1,0
2019,TAUNT,1,1,0,0
2020,TAWNY,0,0,1,0
2021,TEACH,0,1,0,0
2022,TEARY,0,0,1,0
2023,TEASE,1,1,0,0
2024,TEDDY,1,0,0,0
2025,TEETH,1,0,0,0
2026,TEMPO,1,0,0,0
2027,TENET,1,0,0,0
2028,TENOR,1,0,1,0
2029,TENSE,1,1,1,0
2030,TENTH,1,0,1,0
2031,TEPEE,1,0,0,0
2032,TEPID,0,0,1,0
2033,TERRA,1,0,0,0
2034,TERSE,0,0,1,0
2035,TESTY,0,0,1,0
2036,THANK,0,1,0,0
2037,THEFT,1,0,0,0
2038,THEIR,0,0,1,0
2039,THEME,1,1,0,0
2040,THERE,1,0,0,1
2041,THESE,0,0,0,0
2042,THETA,1,0,0,0
2043,THICK,1,0,1,1
2044,THIEF,1,0,0,0
2045,THIGH,1,0,0,0
2046,THING,1,0,0,0
2047,THINK,1,1,0,0
2048,THIRD,1,0,1,1
2049,THONG,1,0,0,0
2050,THORN,1,0,0,0
2051,THOSE,0,0,0,0
2052,THREE,1,0,1,0
2053,THREW,1,1,0,0
2054,THROB,1,1,0,0
2055,THROW,1,1,0,0
2056,THRUM,1,1,0,0
2057,THUMB,1,1,0,0
2058,THUMP,1,1,0,0
2059,THYME,1,0,0,0
2060,TIARA,1,0,0,0
2061,TIBIA,1,0,0,0
2062,TIDAL,0,0,1,0
2063,TIGER,1,0,0,0
2064,TIGHT,0,0,1,1
2065,TILDE,1,0,0,0
2066,TIMER,1,0,0,0
2067,TIMID,1,0,1,0
2068,TIPSY,0,0,1,0
2069,TITAN,1,0,0,0
2070,TITHE,1,1,0,0
2071,TITLE,1,1,0,0
2072,TOAST,1,1,0,0
2073,TODAY,1,0,0,1
2074,TODDY,1,0,0,0
2075,TOKEN,1,0,1,0
2076,TONAL,0,0,1,0
2077,TONGA,1,0,0,0
2078,TONIC,1,0,1,0
2079,TOOTH,1,0,0,0
2080,TOPAZ,1,0,0,0
2081,TOPIC,1,0,0,0
2082,TORCH,1,1,0,0
2083,TORSO,1,0,0,0
2084,TORUS,1,0,0,0
2085,TOTAL,1,1,1,0
2086,TOTEM,1,0,0,0
2087,TOUCH,1,1,0,0
2088,TOUGH,1,0,1,0
2089,TOWEL,1,1,0,0
2090,TOWER,1,1,0,0
2091,TOXIC,0,0,1,0
2092,TOXIN,1,0,0,0
2093,TRACE,1,1,0,0
2094,TRACK,1,1,0,0
2095,TRACT,1,0,0,0
2096,TRADE,1,1,0,0
2097,TRAIL,1,1,0,0
2098,TRAIN,1,1,0,0
2099,TRAIT,1,0,0,0
2100,TRAMP,1,1,0,0
2101,TRASH,1,1,0,0
2102,TRAWL,1,1,0,0
2103,TREAD,1,1,0,0
2104,TREAT,1,1,0,0
2105,TREND,1,1,0,0
2106,TRIAD,1,0,0,0
2107,TRIAL,1,0,0,0
2108,TRIBE,1,0,0,0
2109,TRICE,1,1,0,0
2110,TRICK,1,1,0,0
2111,TRIED,0,0,1,0
2112,TRIPE,1,0,0,0
2113,TRITE,0,0,1,0
2114,TROLL,1,1,0,0
2115,TROOP,1,1,0,0
2116,TROPE,1,0,0,0
2117,TROUT,1,0,0,0
2118,TROVE,1,0,0,0
2119,TRUCE,1,0,0,0
2120,TRUCK,1,1,0,0
2121,TRUER,1,1,1,1
2122,TRULY,0,0,0,1
2123,TRUMP,1,1,0,0
2124,TRUNK,1,0,0,0
2125,TRUSS,1,1,0,0
2126,TRUST,1,1,0,0
2127,TRUTH,1,0,0,0
2128,TRYST,1,0,0,0
2129,TUBAL,0,0,1,0
2130,TUBER,1,0,0,0
2131,TULIP,1,0,0,0
2132,TULLE,1,0,0,0
2133,TUMOR,1,0,0,0
2134,TUNIC,1,0,0,0
2135,TURBO,1,0,0,0
2136,TUTOR,1,1,0,0
2137,TWANG,1,1,0,0
2138,TWEAK,1,1,0,0
2139,TWEED,1,0,0,0
2140,TWEET,1,1,0,0
2141,TWICE,0,0,0,1
2142,TWINE,1,1,0,0
2143,TWIRL,1,1,0,0
2144,TWIST,1,1,0,0
2145,TWIXT,0,0,0,0
2146,TYING,1,0,0,0
2147,UDDER,1,0,0,0
2148,ULCER,1,0,0,0
2149,ULTRA,0,0,1,0
2150,UMBRA,1,0,0,0
2151,UNCLE,1,0,0,0
2152,UNCUT,0,0,1,0
2153,UNDER,0,0,1,1
2154,UNDID,0,1,0,0
2155,UNDUE,0,0,1,0
2156,UNFED,0,0,1,0
2157,UNFIT,0,1,1,0
2158,UNIFY,0,1,0,0
2159,UNION,1,0,1,0
2160,UNITE,0,1,0,0
2161,UNITY,1,0,0,0
2162,UNLIT,0,0,1,0
2163,UNMET,0,0,1,0
2164,UNSET,0,0,1,0
2165,UNTIE,0,1,0,0
2166,UNTIL,0,0,0,0
2167,UNWED,0,0,1,0
2168,UNZIP,0,1,0,0
2169,UPPER,1,0,1,0
2170,UPSET,1,1,1,0
2171,URBAN,0,0,1,0
2172,URINE,1,0,0,0
2173,USAGE,1,0,0,0
2174,USHER,1,1,0,0
2175,USING,1,0,0,0
2176,USUAL,0,0,1,0
2177,USURP,0,1,0,0
2178,UTILE,0,0,1,0
2179,UTTER,0,1,1,0
2180,VAGUE,0,0,1,0
2181,VALET,1,1,0,0
2182,VALID,0,0,1,0
2183,VALOR,1,0,0,0
2184,VALUE,1,1,0,0
2185,VALVE,1,0,0,0
2186,VAPID,0,0,1,0
2187,VAPOR,1,0,0,0
2188,VAULT,1,1,0,0
2189,VAUNT,1,1,0,0
2190,VEGAN,1,0,1,0
2191,VENOM,1,0,0,0
2192,VENUE,1,0,0,0
2193,VERGE,1,1,0,0
2194,VERSE,1,1,0,0
2195,VERSO,1,0,0,0
2196,VERVE,1,0,0,0
2197,VICAR,1,0,0,0
2198,VIDEO,1,0,0,0
2199,VIGIL,1,0,0,0
2200,VIGOR,1,0,0,0
2201,VILLA,1,0,0,0
2202,VINYL,1,0,0,0
2203,VIOLA,1,0,0,0
2204,VIPER,1,0,0,0
2205,VIRAL,0,0,1,0
2206,VIRUS,1,0,0,0
2207,VISIT,1,1,0,0
2208,VISOR,1,0,0,0
2209,VISTA,1,0,0,0
2210,VITAL,0,0,1,0
2211,VIVID,0,0,1,0
2212,VIXEN,1,0,0,0
2213,VOCAL,1,0,1,0
2214,VODKA,1,0,0,0
2215,VOGUE,1,0,0,0
2216,VOICE,1,1,0,0
2217,VOILA,0,0,0,0
2218,VOMIT,1,1,0,0
2219,VOTER,1,0,0,0
2220,VOUCH,0,1,0,0
2221,VOWEL,1,0,0,0
2222,VYING,0,1,0,0
2223,WACKY,0,0,1,0
2224,WAFER,1,0,0,0
2225,WAGER,1,1,0,0
2226,WAGON,1,0,0,0
2227,WAIST,1,0,0,0
2228,WAIVE,0,1,0,0
2229,WALTZ,1,1,0,0
2230,WARTY,0,0,1,0
2231,WASTE,1,1,1,0
2232,WATCH,1,1,0,0
2233,WATER,1,1,0,0
2234,WAVER,1,1,0,0
2235,WAXEN,0,0,1,0
2236,WEARY,0,1,1,0
2237,WEAVE,1,1,0,0
2238,WEDGE,1,1,0,0
2239,WEEDY,0,0,1,0
2240,WEIGH,0,1,0,0
2241,WEIRD,0,0,1,0
2242,WELCH,0,1,0,0
2243,WELSH,0,1,0,0
2244,WENCH,1,1,0,0
2245,WHACK,1,1,0,0
2246,WHALE,1,1,0,0
2247,WHARF,1,1,0,0
2248,WHEAT,1,0,0,0
2249,WHEEL,1,1,0,0
2250,WHELP,1,1,0,0
2251,WHERE,1,0,0,1
2252,WHICH,1,0,1,0
2253,WHIFF,1,1,0,0
2254,WHILE,1,0,0,0
2255,WHINE,1,1,0,0
2256,WHINY,0,0,1,0
2257,WHIRL,1,1,0,0
2258,WHISK,1,1,0,0
2259,WHITE,1,1,1,0
2260,WHOLE,1,0,1,1
2261,WHOOP,1,1,0,0
2262,WHOSE,0,0,1,0
2263,WIDEN,0,1,0,0
2264,WIDER,0,0,1,1
2265,WIDOW,1,1,0,0
2266,WIDTH,1,0,0,0
2267,WIELD,0,1,0,0
2268,WIGHT,1,0,0,0
2269,WILLY,1,0,0,0
2270,WIMPY,0,0,1,0
2271,WINCE,1,1,0,0
2272,WINCH,1,1,0,0
2273,WINDY,0,0,1,0
2274,WISER,1,0,1,0
2275,WISPY,0,0,1,0
2276,WITCH,1,1,0,0
2277,WITTY,0,0,1,0
2278,WOKEN,1,1,0,0
2279,WOMAN,1,0,0,0
2280,WOMEN,1,0,0,0
2281,WOODY,0,0,1,0
2282,WOOER,1,0,0,0
2283,WOOLY,0,0,1,0
2284,WOOZY,0,0,1,0
2285,WORDY,0,0,1,0
2286,WORLD,1,0,1,0
2287,WORRY,1,1,0,0
2288,WORSE,1,0,1,1
2289,WORST,1,1,1,1
2290,WORTH,1,0,1,0
2291,WOULD,1,1,0,0
2292,WOUND,1,1,1,0
2293,WOVEN,0,0,1,0
2294,WRACK,1,1,0,0
2295,WRATH,1,0,0,0
2296,WREAK,0,1,0,0
2297,WRECK,1,1,0,0
2298,WREST,0,1,0,0
2299,WRING,1,1,0,0
2300,WRIST,1,0,0,0
2301,WRITE,0,1,0,0
2302,WRONG,1,1,1,1
2303,WROTE,0,1,0,0
2304,WRUNG,1,1,0,0
2305,WRYLY,0,0,0,1
2306,YACHT,1,1,0,0
2307,YEARN,0,1,0,0
2308,YEAST,1,0,0,0
2309,YIELD,1,1,0,0
2310,YOUNG,1,0,1,0
2311,YOUTH,1,0,0,0
2312,ZEBRA,1,0,0,0
2313,ZESTY,0,0,1,0
2314,ZONAL,0,0,1,0
